DATE,HOME_TEAM,AWAY_TEAM,HOME_GOALS,AWAY_GOALS,EXPECTED_GOALS_HOME,EXPECTED_GOALS_AWAY,TEAM_POSSESION_HOME,TEAM_POSSESION_AWAY,TOTAL_SHOTS_HOME,TOTAL_SHOTS_AWAY,SHOTS_ON_TARGET_HOME,SHOTS_ON_TARGET_AWAY,BIG_CHANCES_HOME,BIG_CHANCES AWAY,CORNERS_HOME,CORNERS_AWAY,%_PASSES_SUCCEED_HOME,%_PASSES_SUCCEED_AWAY,EXPECTED_GOALS_REMATES_À_BALIZA_HOME,EXPECTED_GOALS_REMATES_À_BALIZA_AWAY,SHOTS_OF_TARGET_HOME,SHOTS_OF_TARGET_AWAY,BLOCKED_SHOTS_HOME,BLOCKED_SHOTS_AWAY,SHOTS_INSIDE_THE_BOX_HOME,SHOTS_INSIDE_THE_BOX_AWAY,SHOTS_OUTSIDE_THE_BOX_HOME,SHOTS_OUTSIDE_THE_BOX_AWAY,SHOTS_AT_CROSSBAR_HOME,SHOTS_AT_CROSSBAR_AWAY,TOUCHES_IN_THE_OPPOSITION_AREA_HOME,TOUCHES_IN_THE_OPPOSITION_AREA_AWAY,ACCURATE_DEEP_PASSES_HOME,ACCURATE_DEEP_PASSES_AWAY,OFFSIDES_HOME,OFFSIDES_AWAY,FREE_KICK_HOME,FREE_KICK_AWAY,%_LONG_PASSES_HOME,%_LONG_PASSES_AWAY,%_PASSES_FINAL_THIRD_HOME,%_PASSES_FINAL_THIRD_AWAY,%_CROSSES_HOME,%_CROSSES_AWAY,EXPECTED_ASSISTS_HOME,EXPECTED_ASSISTS_AWAY,THROWS_HOME,THROWS_AWAY,FOULS_HOME,FOULS_AWAY,%_TACKLES_HOME,%_TACKLES_AWAY,DUELS_WON_HOME,DUELS_WON_AWAY,CLEARENCES_HOME,CLEARENCES_AWAY,INTERCEPTIONS_HOME,INTERCEPTIONS_AWAY,ERRORS_THAT_LEAD_TO_SHOTS_HOME,ERRORS_THAT_LEAD_TO_SHOTS_AWAY,ERROS_THAT_LEAD_TO_GOAL_HOME,ERROS_THAT_LEAD_TO_GOAL_AWAY,EXPECTED_GOALS_ON_TARGET_FACED_HOME,EXPECTED_GOALS_ON_TARGET_FACED_AWAY,GOLS_PREVENTED_HOME,GOLS_PREVENTED_AWAY
16-08-2025,Heracles,Nijmegen,1,4,1.33,3.05,18%,82%,13,24,6,11,2,9,3,7,59%,90%,1.92,5.11,6,5,1,8,7,17,6,7,0,0,16,60,1,0,1,4,11,8,45%,61%,46%,89%,44%,22%,1.00,3.70,9,16,9,11,75%,58%,45,46,40,26,6,1,0,0,0,1,5.11,1.92,1.11,0.92
16-08-2025,Excelsior,Feyenoord,1,2,1.07,2.51,47%,53%,8,16,2,8,1,5,5,6,77%,81%,0.36,2.74,5,4,1,4,4,12,4,4,2,0,13,33,2,2,1,0,8,16,39%,21%,57%,67%,29%,27%,0.91,1.06,14,20,17,8,63%,50%,55,66,31,31,6,3,0,1,0,2,2.74,0.36,0.74,-0.64
15-08-2025,Telstar,Zwolle,0,2,0.85,2.36,52%,48%,11,10,5,3,2,3,7,0,82%,83%,0.63,2.27,3,4,3,3,7,5,4,5,0,0,24,18,0,2,0,3,10,13,56%,55%,59%,59%,22%,0%,1.48,1.62,30,14,13,10,67%,55%,39,50,10,39,7,13,1,0,1,0,2.27,0.63,0.27,0.63
10-08-2025,Utrecht,Heracles,4,0,2.35,0.87,48%,52%,18,10,7,3,4,1,4,4,79%,80%,2.82,1.20,5,6,6,1,16,6,2,4,0,1,27,13,2,1,0,0,15,10,52%,49%,64%,64%,36%,25%,1.55,0.65,23,21,10,16,50%,55%,58,48,26,27,6,3,1,0,0,1,1.20,2.82,1.20,-1.18
10-08-2025,Ajax,Telstar,2,0,1.67,1.26,62%,38%,15,18,7,5,5,4,8,10,90%,84%,2.21,1.31,4,6,4,7,10,11,5,7,1,1,41,23,1,1,1,2,11,9,71%,63%,82%,74%,22%,31%,1.99,0.96,16,9,9,12,52%,57%,46,32,21,19,9,8,0,2,0,2,1.31,2.21,1.31,0.21
10-08-2025,Alkmaar,Groningen,4,1,1.56,1.49,51%,49%,10,12,5,8,3,4,6,1,77%,80%,1.83,1.54,3,3,2,1,8,7,2,4,0,1,29,13,0,1,1,0,12,10,49%,38%,62%,67%,40%,29%,1.21,1.14,18,18,11,12,58%,57%,56,41,24,13,10,14,1,1,1,0,1.54,1.83,0.54,-1.17
10-08-2025,Zwolle,Twente,1,0,0.88,1.17,43%,57%,7,16,2,4,2,1,2,4,72%,78%,0.34,0.82,2,7,3,5,4,8,3,8,0,0,14,25,0,0,2,1,15,14,38%,47%,62%,70%,30%,24%,1.46,1.00,21,29,14,15,45%,50%,48,54,29,21,16,5,0,0,0,0,0.82,0.34,0.82,-0.66
09-08-2025,PSV,Sparta Rotterdam,6,1,1.73,1.21,66%,34%,23,8,12,4,3,1,8,5,88%,79%,2.79,1.37,6,3,5,1,13,5,10,3,0,0,45,13,0,1,2,0,2,8,71%,54%,81%,65%,35%,7%,2.77,0.86,13,7,8,2,69%,60%,39,39,17,27,12,11,1,0,1,2,1.37,2.79,0.37,-3.21
09-08-2025,Heerenveen,FC Volendam,1,1,1.16,0.47,58%,42%,18,5,6,3,1,2,9,2,85%,79%,0.93,0.45,6,2,6,0,11,2,7,3,2,1,39,12,0,1,2,2,9,7,57%,46%,79%,62%,20%,7%,1.73,0.35,16,21,8,9,69%,63%,40,33,19,38,2,11,1,0,0,0,0.45,0.93,-0.55,-0.07
09-08-2025,Feyenoord,Breda,2,0,2.44,0.25,60%,40%,20,7,4,0,3,0,3,4,84%,77%,1.44,0.00,9,3,7,4,12,1,8,6,0,0,35,5,1,0,1,0,13,9,43%,43%,69%,56%,15%,8%,1.51,0.20,25,21,10,13,64%,61%,58,52,21,42,7,8,0,1,0,0,0.00,1.44,0.00,-0.56
09-08-2025,Nijmegen,Excelsior,5,0,2.49,1.03,62%,38%,16,9,10,6,3,2,7,2,80%,71%,4.49,1.23,5,1,1,2,12,8,4,1,1,0,32,17,2,0,2,0,14,12,40%,49%,66%,55%,8%,31%,2.00,0.93,28,22,14,14,68%,63%,63,54,19,21,4,11,0,0,0,0,1.23,4.49,1.23,-0.51
08-08-2025,Sittard,G.A. Eagles,2,2,2.34,1.17,67%,33%,36,6,8,2,1,2,8,5,88%,74%,2.20,1.04,13,2,15,2,23,6,13,0,0,0,43,17,0,0,0,1,9,9,44%,27%,86%,48%,31%,33%,1.76,0.68,15,14,10,9,53%,63%,46,34,20,43,6,6,0,0,1,0,1.04,2.20,0.04,0.20
